sample	sex	biosample	population	population_name	superpopulation	superpopulation_name
HGDP01277	female			Mozabite		Middle East 
zapo0099	male	SAMEA3302757		Zapotec		America 
SC_GMJOL5309837	female		GWJ	Gambian Jola	AFR	African Ancestry
HGDP01289	male			Northern Han		East Asia 
Bu5	male	SAMEA3302692		Burmese		East Asia 
SC_GMWOF5428778	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01291	female			Northern Han		East Asia 
HGDP00195	female	SAMEA3302685		Sindhi		South Asia 
SC_GMWOF5428723	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01296	male			Northern Han		East Asia 
HGDP01364	male	SAMEA3302621		Basque		West Eurasia 
SC_GMWOF5428747	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01152	male			Bergamo Italian		Europe 
HGDP01345	female	SAMEA3302620		Naxi		East Asia 
SC_GMWOF5428831	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01157	female			Bergamo Italian		Europe 
HGDP00474	male	SAMEA3302769		Mbuti		Africa 
SC_GMWOF5428855	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01164	male			Tuscan		Europe 
DNK05	male	SAMEA3302668		Dinka		Africa 
SC_GMWOF5428879	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01169	female			Tuscan		Europe 
ch113	male	SAMEA3302820		Chechen		West Eurasia 
SC_GMWOF5428792	female		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01171	female			Bergamo Italian		Europe 
NA11201	female	SAMEA3302896		Quechua		America 
SC_GMWOF5428800	female		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01183	male			Yi		East Asia 
Jordan445	male	SAMEA3302887		Jordanian		West Eurasia 
SC_GMWOF5428824	female		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01304	male			Uygur		Central South Asia 
SA0342	female	SAMEA3302708		Khomani San		Africa 
SC_GMWOF5428817	male		GWW	Gambian Wolof	AFR	African Ancestry
HGDP01309	male			Dai		East Asia 
HGDP01030	male	SAMEA3302630		Bantu Tswana		Africa 
SC_GMMAN5482172	female		GWD	Gambian Mandinka	AFR	African Ancestry
HGDP01311	male			Dai		East Asia 
NA17374	male	SAMEA3302763		Greek		West Eurasia 
SC_GMMAN5482228	male		GWD	Gambian Mandinka	AFR	African Ancestry
HGDP01316	female			Dai		East Asia 
Bishkek28439	female	SAMEA3302768		Kyrgyz		Central Asia and Siberia 
SC_GMMAN5482165	female		GWD	Gambian Mandinka	AFR	African Ancestry
